sensor_id,name,email,phone,sensor_type,location,status,message,notif_type
617,User 617,user617@mail.com,+380991110617,SmokeSensor,Room 16,active,Notification message 617,alarm
618,User 618,user618@mail.com,+380991110618,DoorSensor,Room 37,inactive,Notification message 618,info
619,User 619,user619@mail.com,+380991110619,SmokeSensor,Room 7,inactive,Notification message 619,warning
620,User 620,user620@mail.com,+380991110620,DoorSensor,Room 35,active,Notification message 620,warning
621,User 621,user621@mail.com,+380991110621,DoorSensor,Room 12,active,Notification message 621,info
622,User 622,user622@mail.com,+380991110622,SmokeSensor,Room 2,inactive,Notification message 622,info
623,User 623,user623@mail.com,+380991110623,DoorSensor,Room 48,inactive,Notification message 623,alarm
624,User 624,user624@mail.com,+380991110624,DoorSensor,Room 28,inactive,Notification message 624,info
625,User 625,user625@mail.com,+380991110625,SmokeSensor,Room 23,inactive,Notification message 625,alarm
626,User 626,user626@mail.com,+380991110626,MotionSensor,Room 16,active,Notification message 626,warning
627,User 627,user627@mail.com,+380991110627,DoorSensor,Room 31,inactive,Notification message 627,warning
628,User 628,user628@mail.com,+380991110628,DoorSensor,Room 11,inactive,Notification message 628,info
629,User 629,user629@mail.com,+380991110629,MotionSensor,Room 25,active,Notification message 629,alarm
630,User 630,user630@mail.com,+380991110630,SmokeSensor,Room 8,active,Notification message 630,alarm
631,User 631,user631@mail.com,+380991110631,MotionSensor,Room 43,inactive,Notification message 631,info
632,User 632,user632@mail.com,+380991110632,MotionSensor,Room 20,active,Notification message 632,warning
633,User 633,user633@mail.com,+380991110633,DoorSensor,Room 44,active,Notification message 633,info
634,User 634,user634@mail.com,+380991110634,SmokeSensor,Room 33,active,Notification message 634,alarm
635,User 635,user635@mail.com,+380991110635,DoorSensor,Room 22,inactive,Notification message 635,info
636,User 636,user636@mail.com,+380991110636,MotionSensor,Room 5,inactive,Notification message 636,warning
637,User 637,user637@mail.com,+380991110637,SmokeSensor,Room 14,active,Notification message 637,warning
638,User 638,user638@mail.com,+380991110638,SmokeSensor,Room 38,active,Notification message 638,info
639,User 639,user639@mail.com,+380991110639,SmokeSensor,Room 43,inactive,Notification message 639,alarm
640,User 640,user640@mail.com,+380991110640,DoorSensor,Room 18,inactive,Notification message 640,alarm
641,User 641,user641@mail.com,+380991110641,DoorSensor,Room 33,inactive,Notification message 641,alarm
642,User 642,user642@mail.com,+380991110642,MotionSensor,Room 3,active,Notification message 642,warning
643,User 643,user643@mail.com,+380991110643,MotionSensor,Room 17,inactive,Notification message 643,info
644,User 644,user644@mail.com,+380991110644,DoorSensor,Room 44,active,Notification message 644,info
645,User 645,user645@mail.com,+380991110645,MotionSensor,Room 12,active,Notification message 645,alarm
646,User 646,user646@mail.com,+380991110646,SmokeSensor,Room 45,active,Notification message 646,warning
647,User 647,user647@mail.com,+380991110647,DoorSensor,Room 22,inactive,Notification message 647,info
648,User 648,user648@mail.com,+380991110648,MotionSensor,Room 24,inactive,Notification message 648,alarm
649,User 649,user649@mail.com,+380991110649,MotionSensor,Room 19,inactive,Notification message 649,info
650,User 650,user650@mail.com,+380991110650,SmokeSensor,Room 31,active,Notification message 650,alarm
651,User 651,user651@mail.com,+380991110651,SmokeSensor,Room 44,inactive,Notification message 651,alarm
652,User 652,user652@mail.com,+380991110652,DoorSensor,Room 24,active,Notification message 652,info
653,User 653,user653@mail.com,+380991110653,SmokeSensor,Room 16,active,Notification message 653,warning
654,User 654,user654@mail.com,+380991110654,DoorSensor,Room 26,active,Notification message 654,info
655,User 655,user655@mail.com,+380991110655,SmokeSensor,Room 46,active,Notification message 655,alarm
656,User 656,user656@mail.com,+380991110656,DoorSensor,Room 27,inactive,Notification message 656,alarm
657,User 657,user657@mail.com,+380991110657,MotionSensor,Room 46,active,Notification message 657,warning
658,User 658,user658@mail.com,+380991110658,SmokeSensor,Room 10,inactive,Notification message 658,info
659,User 659,user659@mail.com,+380991110659,MotionSensor,Room 5,inactive,Notification message 659,alarm
660,User 660,user660@mail.com,+380991110660,MotionSensor,Room 42,active,Notification message 660,info
661,User 661,user661@mail.com,+380991110661,DoorSensor,Room 13,inactive,Notification message 661,info
662,User 662,user662@mail.com,+380991110662,MotionSensor,Room 41,active,Notification message 662,warning
663,User 663,user663@mail.com,+380991110663,MotionSensor,Room 30,inactive,Notification message 663,warning
664,User 664,user664@mail.com,+380991110664,SmokeSensor,Room 15,active,Notification message 664,warning
665,User 665,user665@mail.com,+380991110665,MotionSensor,Room 46,active,Notification message 665,alarm
666,User 666,user666@mail.com,+380991110666,DoorSensor,Room 11,inactive,Notification message 666,alarm
667,User 667,user667@mail.com,+380991110667,SmokeSensor,Room 19,active,Notification message 667,info
668,User 668,user668@mail.com,+380991110668,SmokeSensor,Room 46,inactive,Notification message 668,warning
669,User 669,user669@mail.com,+380991110669,MotionSensor,Room 17,inactive,Notification message 669,info
670,User 670,user670@mail.com,+380991110670,SmokeSensor,Room 28,active,Notification message 670,info
671,User 671,user671@mail.com,+380991110671,SmokeSensor,Room 3,active,Notification message 671,info
672,User 672,user672@mail.com,+380991110672,SmokeSensor,Room 29,active,Notification message 672,info
673,User 673,user673@mail.com,+380991110673,SmokeSensor,Room 20,inactive,Notification message 673,alarm
674,User 674,user674@mail.com,+380991110674,DoorSensor,Room 9,inactive,Notification message 674,warning
675,User 675,user675@mail.com,+380991110675,SmokeSensor,Room 28,active,Notification message 675,info
676,User 676,user676@mail.com,+380991110676,MotionSensor,Room 38,inactive,Notification message 676,warning
677,User 677,user677@mail.com,+380991110677,MotionSensor,Room 37,active,Notification message 677,warning
678,User 678,user678@mail.com,+380991110678,MotionSensor,Room 7,active,Notification message 678,info
679,User 679,user679@mail.com,+380991110679,MotionSensor,Room 29,active,Notification message 679,warning
680,User 680,user680@mail.com,+380991110680,SmokeSensor,Room 35,inactive,Notification message 680,alarm
681,User 681,user681@mail.com,+380991110681,DoorSensor,Room 37,inactive,Notification message 681,warning
682,User 682,user682@mail.com,+380991110682,SmokeSensor,Room 35,active,Notification message 682,alarm
683,User 683,user683@mail.com,+380991110683,MotionSensor,Room 39,inactive,Notification message 683,warning
684,User 684,user684@mail.com,+380991110684,SmokeSensor,Room 36,inactive,Notification message 684,info
685,User 685,user685@mail.com,+380991110685,SmokeSensor,Room 45,inactive,Notification message 685,info
686,User 686,user686@mail.com,+380991110686,DoorSensor,Room 17,inactive,Notification message 686,info
687,User 687,user687@mail.com,+380991110687,MotionSensor,Room 12,active,Notification message 687,warning
688,User 688,user688@mail.com,+380991110688,MotionSensor,Room 7,inactive,Notification message 688,info
689,User 689,user689@mail.com,+380991110689,MotionSensor,Room 21,active,Notification message 689,info
690,User 690,user690@mail.com,+380991110690,DoorSensor,Room 5,inactive,Notification message 690,warning
691,User 691,user691@mail.com,+380991110691,SmokeSensor,Room 50,inactive,Notification message 691,warning
692,User 692,user692@mail.com,+380991110692,MotionSensor,Room 19,inactive,Notification message 692,alarm
693,User 693,user693@mail.com,+380991110693,DoorSensor,Room 45,inactive,Notification message 693,alarm
694,User 694,user694@mail.com,+380991110694,MotionSensor,Room 39,inactive,Notification message 694,alarm
695,User 695,user695@mail.com,+380991110695,DoorSensor,Room 30,active,Notification message 695,warning
696,User 696,user696@mail.com,+380991110696,MotionSensor,Room 5,inactive,Notification message 696,warning
697,User 697,user697@mail.com,+380991110697,DoorSensor,Room 18,active,Notification message 697,info
698,User 698,user698@mail.com,+380991110698,MotionSensor,Room 36,inactive,Notification message 698,alarm
699,User 699,user699@mail.com,+380991110699,DoorSensor,Room 3,inactive,Notification message 699,alarm
700,User 700,user700@mail.com,+380991110700,MotionSensor,Room 4,active,Notification message 700,warning
701,User 701,user701@mail.com,+380991110701,SmokeSensor,Room 30,inactive,Notification message 701,alarm
702,User 702,user702@mail.com,+380991110702,MotionSensor,Room 22,inactive,Notification message 702,info
703,User 703,user703@mail.com,+380991110703,MotionSensor,Room 5,active,Notification message 703,alarm
704,User 704,user704@mail.com,+380991110704,MotionSensor,Room 10,active,Notification message 704,alarm
705,User 705,user705@mail.com,+380991110705,DoorSensor,Room 19,inactive,Notification message 705,alarm
706,User 706,user706@mail.com,+380991110706,DoorSensor,Room 33,inactive,Notification message 706,info
707,User 707,user707@mail.com,+380991110707,MotionSensor,Room 16,active,Notification message 707,info
708,User 708,user708@mail.com,+380991110708,MotionSensor,Room 49,inactive,Notification message 708,warning
709,User 709,user709@mail.com,+380991110709,DoorSensor,Room 16,active,Notification message 709,alarm
710,User 710,user710@mail.com,+380991110710,SmokeSensor,Room 2,inactive,Notification message 710,info
711,User 711,user711@mail.com,+380991110711,DoorSensor,Room 41,active,Notification message 711,alarm
712,User 712,user712@mail.com,+380991110712,MotionSensor,Room 46,inactive,Notification message 712,warning
713,User 713,user713@mail.com,+380991110713,DoorSensor,Room 20,active,Notification message 713,warning
714,User 714,user714@mail.com,+380991110714,SmokeSensor,Room 13,active,Notification message 714,info
715,User 715,user715@mail.com,+380991110715,MotionSensor,Room 32,inactive,Notification message 715,alarm
716,User 716,user716@mail.com,+380991110716,SmokeSensor,Room 21,active,Notification message 716,info
717,User 717,user717@mail.com,+380991110717,SmokeSensor,Room 35,inactive,Notification message 717,info
718,User 718,user718@mail.com,+380991110718,SmokeSensor,Room 47,active,Notification message 718,warning
719,User 719,user719@mail.com,+380991110719,MotionSensor,Room 25,active,Notification message 719,alarm
720,User 720,user720@mail.com,+380991110720,SmokeSensor,Room 30,inactive,Notification message 720,warning
721,User 721,user721@mail.com,+380991110721,MotionSensor,Room 10,active,Notification message 721,warning
722,User 722,user722@mail.com,+380991110722,MotionSensor,Room 49,active,Notification message 722,warning
723,User 723,user723@mail.com,+380991110723,DoorSensor,Room 46,inactive,Notification message 723,info
724,User 724,user724@mail.com,+380991110724,MotionSensor,Room 20,inactive,Notification message 724,alarm
725,User 725,user725@mail.com,+380991110725,DoorSensor,Room 19,active,Notification message 725,warning
726,User 726,user726@mail.com,+380991110726,SmokeSensor,Room 34,inactive,Notification message 726,info
727,User 727,user727@mail.com,+380991110727,DoorSensor,Room 42,active,Notification message 727,warning
728,User 728,user728@mail.com,+380991110728,SmokeSensor,Room 49,inactive,Notification message 728,warning
729,User 729,user729@mail.com,+380991110729,DoorSensor,Room 41,inactive,Notification message 729,alarm
730,User 730,user730@mail.com,+380991110730,SmokeSensor,Room 5,inactive,Notification message 730,info
731,User 731,user731@mail.com,+380991110731,SmokeSensor,Room 16,inactive,Notification message 731,warning
732,User 732,user732@mail.com,+380991110732,DoorSensor,Room 43,inactive,Notification message 732,info
733,User 733,user733@mail.com,+380991110733,MotionSensor,Room 44,inactive,Notification message 733,warning
734,User 734,user734@mail.com,+380991110734,MotionSensor,Room 4,inactive,Notification message 734,alarm
735,User 735,user735@mail.com,+380991110735,SmokeSensor,Room 42,active,Notification message 735,alarm
736,User 736,user736@mail.com,+380991110736,SmokeSensor,Room 18,inactive,Notification message 736,alarm
737,User 737,user737@mail.com,+380991110737,MotionSensor,Room 34,active,Notification message 737,warning
738,User 738,user738@mail.com,+380991110738,DoorSensor,Room 34,inactive,Notification message 738,alarm
739,User 739,user739@mail.com,+380991110739,MotionSensor,Room 42,active,Notification message 739,warning
740,User 740,user740@mail.com,+380991110740,DoorSensor,Room 44,active,Notification message 740,warning
741,User 741,user741@mail.com,+380991110741,DoorSensor,Room 33,inactive,Notification message 741,info
742,User 742,user742@mail.com,+380991110742,SmokeSensor,Room 6,active,Notification message 742,warning
743,User 743,user743@mail.com,+380991110743,DoorSensor,Room 42,inactive,Notification message 743,alarm
744,User 744,user744@mail.com,+380991110744,MotionSensor,Room 4,active,Notification message 744,alarm
745,User 745,user745@mail.com,+380991110745,MotionSensor,Room 3,inactive,Notification message 745,warning
746,User 746,user746@mail.com,+380991110746,MotionSensor,Room 12,inactive,Notification message 746,info
747,User 747,user747@mail.com,+380991110747,SmokeSensor,Room 17,active,Notification message 747,alarm
748,User 748,user748@mail.com,+380991110748,DoorSensor,Room 18,active,Notification message 748,alarm
749,User 749,user749@mail.com,+380991110749,SmokeSensor,Room 17,inactive,Notification message 749,warning
750,User 750,user750@mail.com,+380991110750,MotionSensor,Room 41,active,Notification message 750,info
751,User 751,user751@mail.com,+380991110751,SmokeSensor,Room 32,inactive,Notification message 751,warning
752,User 752,user752@mail.com,+380991110752,MotionSensor,Room 28,active,Notification message 752,info
753,User 753,user753@mail.com,+380991110753,MotionSensor,Room 19,inactive,Notification message 753,warning
754,User 754,user754@mail.com,+380991110754,SmokeSensor,Room 26,active,Notification message 754,info
755,User 755,user755@mail.com,+380991110755,SmokeSensor,Room 24,active,Notification message 755,info
756,User 756,user756@mail.com,+380991110756,SmokeSensor,Room 14,inactive,Notification message 756,alarm
757,User 757,user757@mail.com,+380991110757,MotionSensor,Room 31,inactive,Notification message 757,alarm
758,User 758,user758@mail.com,+380991110758,MotionSensor,Room 43,inactive,Notification message 758,alarm
759,User 759,user759@mail.com,+380991110759,SmokeSensor,Room 34,inactive,Notification message 759,alarm
760,User 760,user760@mail.com,+380991110760,SmokeSensor,Room 29,active,Notification message 760,alarm
761,User 761,user761@mail.com,+380991110761,MotionSensor,Room 3,inactive,Notification message 761,info
762,User 762,user762@mail.com,+380991110762,MotionSensor,Room 50,inactive,Notification message 762,warning
763,User 763,user763@mail.com,+380991110763,SmokeSensor,Room 1,inactive,Notification message 763,info
764,User 764,user764@mail.com,+380991110764,SmokeSensor,Room 37,active,Notification message 764,warning
765,User 765,user765@mail.com,+380991110765,DoorSensor,Room 48,active,Notification message 765,alarm
766,User 766,user766@mail.com,+380991110766,SmokeSensor,Room 1,active,Notification message 766,alarm
767,User 767,user767@mail.com,+380991110767,MotionSensor,Room 40,active,Notification message 767,info
768,User 768,user768@mail.com,+380991110768,MotionSensor,Room 27,active,Notification message 768,warning
769,User 769,user769@mail.com,+380991110769,SmokeSensor,Room 3,active,Notification message 769,alarm
770,User 770,user770@mail.com,+380991110770,DoorSensor,Room 5,active,Notification message 770,warning
771,User 771,user771@mail.com,+380991110771,DoorSensor,Room 11,inactive,Notification message 771,info
772,User 772,user772@mail.com,+380991110772,MotionSensor,Room 16,active,Notification message 772,alarm
773,User 773,user773@mail.com,+380991110773,DoorSensor,Room 43,inactive,Notification message 773,alarm
774,User 774,user774@mail.com,+380991110774,SmokeSensor,Room 49,active,Notification message 774,alarm
775,User 775,user775@mail.com,+380991110775,MotionSensor,Room 45,active,Notification message 775,warning
776,User 776,user776@mail.com,+380991110776,SmokeSensor,Room 14,active,Notification message 776,alarm
777,User 777,user777@mail.com,+380991110777,SmokeSensor,Room 39,inactive,Notification message 777,alarm
778,User 778,user778@mail.com,+380991110778,SmokeSensor,Room 30,inactive,Notification message 778,info
779,User 779,user779@mail.com,+380991110779,SmokeSensor,Room 30,active,Notification message 779,warning
780,User 780,user780@mail.com,+380991110780,DoorSensor,Room 44,active,Notification message 780,warning
781,User 781,user781@mail.com,+380991110781,DoorSensor,Room 36,active,Notification message 781,alarm
782,User 782,user782@mail.com,+380991110782,SmokeSensor,Room 22,inactive,Notification message 782,warning
783,User 783,user783@mail.com,+380991110783,SmokeSensor,Room 50,inactive,Notification message 783,alarm
784,User 784,user784@mail.com,+380991110784,SmokeSensor,Room 25,active,Notification message 784,alarm
785,User 785,user785@mail.com,+380991110785,MotionSensor,Room 22,inactive,Notification message 785,warning
786,User 786,user786@mail.com,+380991110786,MotionSensor,Room 19,inactive,Notification message 786,info
787,User 787,user787@mail.com,+380991110787,SmokeSensor,Room 21,inactive,Notification message 787,alarm
788,User 788,user788@mail.com,+380991110788,DoorSensor,Room 14,active,Notification message 788,info
789,User 789,user789@mail.com,+380991110789,MotionSensor,Room 33,inactive,Notification message 789,info
790,User 790,user790@mail.com,+380991110790,SmokeSensor,Room 12,inactive,Notification message 790,info
791,User 791,user791@mail.com,+380991110791,DoorSensor,Room 48,active,Notification message 791,info
792,User 792,user792@mail.com,+380991110792,DoorSensor,Room 10,inactive,Notification message 792,warning
793,User 793,user793@mail.com,+380991110793,DoorSensor,Room 12,inactive,Notification message 793,info
794,User 794,user794@mail.com,+380991110794,MotionSensor,Room 11,active,Notification message 794,info
795,User 795,user795@mail.com,+380991110795,SmokeSensor,Room 45,inactive,Notification message 795,alarm
796,User 796,user796@mail.com,+380991110796,SmokeSensor,Room 8,active,Notification message 796,info
797,User 797,user797@mail.com,+380991110797,SmokeSensor,Room 47,active,Notification message 797,info
798,User 798,user798@mail.com,+380991110798,DoorSensor,Room 39,inactive,Notification message 798,info
799,User 799,user799@mail.com,+380991110799,SmokeSensor,Room 8,inactive,Notification message 799,alarm
800,User 800,user800@mail.com,+380991110800,DoorSensor,Room 2,inactive,Notification message 800,alarm
801,User 801,user801@mail.com,+380991110801,MotionSensor,Room 50,inactive,Notification message 801,info
802,User 802,user802@mail.com,+380991110802,DoorSensor,Room 19,inactive,Notification message 802,warning
803,User 803,user803@mail.com,+380991110803,SmokeSensor,Room 33,active,Notification message 803,warning
804,User 804,user804@mail.com,+380991110804,DoorSensor,Room 29,inactive,Notification message 804,alarm
805,User 805,user805@mail.com,+380991110805,MotionSensor,Room 24,inactive,Notification message 805,info
806,User 806,user806@mail.com,+380991110806,SmokeSensor,Room 38,inactive,Notification message 806,warning
807,User 807,user807@mail.com,+380991110807,SmokeSensor,Room 48,active,Notification message 807,info
808,User 808,user808@mail.com,+380991110808,SmokeSensor,Room 27,inactive,Notification message 808,info
809,User 809,user809@mail.com,+380991110809,MotionSensor,Room 19,active,Notification message 809,warning
810,User 810,user810@mail.com,+380991110810,DoorSensor,Room 43,inactive,Notification message 810,warning
811,User 811,user811@mail.com,+380991110811,MotionSensor,Room 42,active,Notification message 811,alarm
812,User 812,user812@mail.com,+380991110812,SmokeSensor,Room 31,active,Notification message 812,info
813,User 813,user813@mail.com,+380991110813,SmokeSensor,Room 39,inactive,Notification message 813,alarm
814,User 814,user814@mail.com,+380991110814,SmokeSensor,Room 50,active,Notification message 814,alarm
815,User 815,user815@mail.com,+380991110815,MotionSensor,Room 1,inactive,Notification message 815,warning
816,User 816,user816@mail.com,+380991110816,DoorSensor,Room 40,active,Notification message 816,info
817,User 817,user817@mail.com,+380991110817,SmokeSensor,Room 33,inactive,Notification message 817,warning
818,User 818,user818@mail.com,+380991110818,SmokeSensor,Room 36,active,Notification message 818,alarm
819,User 819,user819@mail.com,+380991110819,SmokeSensor,Room 17,active,Notification message 819,alarm
820,User 820,user820@mail.com,+380991110820,MotionSensor,Room 48,active,Notification message 820,info
821,User 821,user821@mail.com,+380991110821,SmokeSensor,Room 15,inactive,Notification message 821,alarm
822,User 822,user822@mail.com,+380991110822,DoorSensor,Room 42,active,Notification message 822,info
823,User 823,user823@mail.com,+380991110823,DoorSensor,Room 45,inactive,Notification message 823,info
824,User 824,user824@mail.com,+380991110824,DoorSensor,Room 32,active,Notification message 824,info
825,User 825,user825@mail.com,+380991110825,MotionSensor,Room 41,inactive,Notification message 825,warning
826,User 826,user826@mail.com,+380991110826,SmokeSensor,Room 35,active,Notification message 826,warning
827,User 827,user827@mail.com,+380991110827,MotionSensor,Room 34,active,Notification message 827,info
828,User 828,user828@mail.com,+380991110828,MotionSensor,Room 7,inactive,Notification message 828,warning
829,User 829,user829@mail.com,+380991110829,DoorSensor,Room 45,inactive,Notification message 829,alarm
830,User 830,user830@mail.com,+380991110830,DoorSensor,Room 3,active,Notification message 830,warning
831,User 831,user831@mail.com,+380991110831,MotionSensor,Room 3,active,Notification message 831,info
832,User 832,user832@mail.com,+380991110832,DoorSensor,Room 50,active,Notification message 832,warning
833,User 833,user833@mail.com,+380991110833,SmokeSensor,Room 49,active,Notification message 833,alarm
834,User 834,user834@mail.com,+380991110834,SmokeSensor,Room 25,inactive,Notification message 834,warning
835,User 835,user835@mail.com,+380991110835,MotionSensor,Room 11,inactive,Notification message 835,info
836,User 836,user836@mail.com,+380991110836,MotionSensor,Room 41,active,Notification message 836,alarm
837,User 837,user837@mail.com,+380991110837,SmokeSensor,Room 17,active,Notification message 837,warning
838,User 838,user838@mail.com,+380991110838,DoorSensor,Room 5,active,Notification message 838,warning
839,User 839,user839@mail.com,+380991110839,SmokeSensor,Room 23,inactive,Notification message 839,info
840,User 840,user840@mail.com,+380991110840,MotionSensor,Room 5,active,Notification message 840,info
841,User 841,user841@mail.com,+380991110841,DoorSensor,Room 27,active,Notification message 841,warning
842,User 842,user842@mail.com,+380991110842,DoorSensor,Room 47,inactive,Notification message 842,warning
843,User 843,user843@mail.com,+380991110843,MotionSensor,Room 32,active,Notification message 843,warning
844,User 844,user844@mail.com,+380991110844,MotionSensor,Room 39,inactive,Notification message 844,warning
845,User 845,user845@mail.com,+380991110845,DoorSensor,Room 48,active,Notification message 845,warning
846,User 846,user846@mail.com,+380991110846,SmokeSensor,Room 46,active,Notification message 846,info
847,User 847,user847@mail.com,+380991110847,MotionSensor,Room 18,active,Notification message 847,warning
848,User 848,user848@mail.com,+380991110848,MotionSensor,Room 11,inactive,Notification message 848,warning
849,User 849,user849@mail.com,+380991110849,MotionSensor,Room 6,active,Notification message 849,warning
850,User 850,user850@mail.com,+380991110850,DoorSensor,Room 2,inactive,Notification message 850,alarm
851,User 851,user851@mail.com,+380991110851,SmokeSensor,Room 26,active,Notification message 851,info
852,User 852,user852@mail.com,+380991110852,SmokeSensor,Room 42,inactive,Notification message 852,info
853,User 853,user853@mail.com,+380991110853,DoorSensor,Room 10,active,Notification message 853,alarm
854,User 854,user854@mail.com,+380991110854,DoorSensor,Room 6,inactive,Notification message 854,info
855,User 855,user855@mail.com,+380991110855,MotionSensor,Room 45,inactive,Notification message 855,info
856,User 856,user856@mail.com,+380991110856,SmokeSensor,Room 16,active,Notification message 856,info
857,User 857,user857@mail.com,+380991110857,SmokeSensor,Room 19,active,Notification message 857,info
858,User 858,user858@mail.com,+380991110858,SmokeSensor,Room 23,active,Notification message 858,warning
859,User 859,user859@mail.com,+380991110859,SmokeSensor,Room 20,active,Notification message 859,alarm
860,User 860,user860@mail.com,+380991110860,DoorSensor,Room 35,active,Notification message 860,alarm
861,User 861,user861@mail.com,+380991110861,MotionSensor,Room 11,inactive,Notification message 861,warning
862,User 862,user862@mail.com,+380991110862,MotionSensor,Room 30,active,Notification message 862,info
863,User 863,user863@mail.com,+380991110863,MotionSensor,Room 25,active,Notification message 863,info
864,User 864,user864@mail.com,+380991110864,MotionSensor,Room 3,active,Notification message 864,info
865,User 865,user865@mail.com,+380991110865,MotionSensor,Room 7,inactive,Notification message 865,alarm
866,User 866,user866@mail.com,+380991110866,MotionSensor,Room 31,inactive,Notification message 866,alarm
867,User 867,user867@mail.com,+380991110867,DoorSensor,Room 41,active,Notification message 867,info
868,User 868,user868@mail.com,+380991110868,SmokeSensor,Room 18,active,Notification message 868,alarm
869,User 869,user869@mail.com,+380991110869,SmokeSensor,Room 12,active,Notification message 869,warning
870,User 870,user870@mail.com,+380991110870,SmokeSensor,Room 37,inactive,Notification message 870,alarm
871,User 871,user871@mail.com,+380991110871,SmokeSensor,Room 24,inactive,Notification message 871,alarm
872,User 872,user872@mail.com,+380991110872,DoorSensor,Room 27,active,Notification message 872,warning
873,User 873,user873@mail.com,+380991110873,MotionSensor,Room 3,inactive,Notification message 873,info
874,User 874,user874@mail.com,+380991110874,MotionSensor,Room 49,inactive,Notification message 874,warning
875,User 875,user875@mail.com,+380991110875,SmokeSensor,Room 9,active,Notification message 875,info
876,User 876,user876@mail.com,+380991110876,MotionSensor,Room 26,inactive,Notification message 876,warning
877,User 877,user877@mail.com,+380991110877,MotionSensor,Room 7,inactive,Notification message 877,info
878,User 878,user878@mail.com,+380991110878,MotionSensor,Room 21,active,Notification message 878,info
879,User 879,user879@mail.com,+380991110879,SmokeSensor,Room 34,inactive,Notification message 879,info
880,User 880,user880@mail.com,+380991110880,DoorSensor,Room 35,inactive,Notification message 880,info
881,User 881,user881@mail.com,+380991110881,DoorSensor,Room 45,inactive,Notification message 881,warning
882,User 882,user882@mail.com,+380991110882,DoorSensor,Room 42,active,Notification message 882,warning
883,User 883,user883@mail.com,+380991110883,SmokeSensor,Room 43,inactive,Notification message 883,warning
884,User 884,user884@mail.com,+380991110884,MotionSensor,Room 41,active,Notification message 884,warning
885,User 885,user885@mail.com,+380991110885,DoorSensor,Room 50,inactive,Notification message 885,alarm
886,User 886,user886@mail.com,+380991110886,MotionSensor,Room 31,active,Notification message 886,info
887,User 887,user887@mail.com,+380991110887,MotionSensor,Room 40,active,Notification message 887,warning
888,User 888,user888@mail.com,+380991110888,DoorSensor,Room 12,inactive,Notification message 888,alarm
889,User 889,user889@mail.com,+380991110889,MotionSensor,Room 48,active,Notification message 889,warning
890,User 890,user890@mail.com,+380991110890,DoorSensor,Room 10,inactive,Notification message 890,info
891,User 891,user891@mail.com,+380991110891,MotionSensor,Room 34,active,Notification message 891,warning
892,User 892,user892@mail.com,+380991110892,DoorSensor,Room 22,active,Notification message 892,alarm
893,User 893,user893@mail.com,+380991110893,MotionSensor,Room 38,active,Notification message 893,alarm
894,User 894,user894@mail.com,+380991110894,SmokeSensor,Room 49,inactive,Notification message 894,info
895,User 895,user895@mail.com,+380991110895,MotionSensor,Room 17,inactive,Notification message 895,info
896,User 896,user896@mail.com,+380991110896,SmokeSensor,Room 24,active,Notification message 896,warning
897,User 897,user897@mail.com,+380991110897,MotionSensor,Room 45,active,Notification message 897,info
898,User 898,user898@mail.com,+380991110898,DoorSensor,Room 2,active,Notification message 898,warning
899,User 899,user899@mail.com,+380991110899,DoorSensor,Room 10,inactive,Notification message 899,info
900,User 900,user900@mail.com,+380991110900,MotionSensor,Room 46,active,Notification message 900,alarm
901,User 901,user901@mail.com,+380991110901,MotionSensor,Room 36,active,Notification message 901,info
902,User 902,user902@mail.com,+380991110902,MotionSensor,Room 5,inactive,Notification message 902,warning
903,User 903,user903@mail.com,+380991110903,DoorSensor,Room 20,inactive,Notification message 903,alarm
904,User 904,user904@mail.com,+380991110904,DoorSensor,Room 30,active,Notification message 904,alarm
905,User 905,user905@mail.com,+380991110905,DoorSensor,Room 18,inactive,Notification message 905,info
906,User 906,user906@mail.com,+380991110906,MotionSensor,Room 44,inactive,Notification message 906,info
907,User 907,user907@mail.com,+380991110907,SmokeSensor,Room 26,inactive,Notification message 907,alarm
908,User 908,user908@mail.com,+380991110908,SmokeSensor,Room 4,inactive,Notification message 908,info
909,User 909,user909@mail.com,+380991110909,SmokeSensor,Room 11,inactive,Notification message 909,warning
910,User 910,user910@mail.com,+380991110910,MotionSensor,Room 41,active,Notification message 910,warning
911,User 911,user911@mail.com,+380991110911,MotionSensor,Room 15,inactive,Notification message 911,info
912,User 912,user912@mail.com,+380991110912,MotionSensor,Room 41,active,Notification message 912,alarm
913,User 913,user913@mail.com,+380991110913,SmokeSensor,Room 1,inactive,Notification message 913,warning
914,User 914,user914@mail.com,+380991110914,MotionSensor,Room 42,active,Notification message 914,info
915,User 915,user915@mail.com,+380991110915,MotionSensor,Room 44,inactive,Notification message 915,warning
916,User 916,user916@mail.com,+380991110916,MotionSensor,Room 2,active,Notification message 916,alarm
917,User 917,user917@mail.com,+380991110917,DoorSensor,Room 2,inactive,Notification message 917,warning
918,User 918,user918@mail.com,+380991110918,SmokeSensor,Room 40,inactive,Notification message 918,alarm
919,User 919,user919@mail.com,+380991110919,MotionSensor,Room 25,active,Notification message 919,info
920,User 920,user920@mail.com,+380991110920,DoorSensor,Room 6,inactive,Notification message 920,warning
921,User 921,user921@mail.com,+380991110921,SmokeSensor,Room 10,inactive,Notification message 921,warning
922,User 922,user922@mail.com,+380991110922,DoorSensor,Room 10,inactive,Notification message 922,alarm
923,User 923,user923@mail.com,+380991110923,SmokeSensor,Room 11,active,Notification message 923,alarm
924,User 924,user924@mail.com,+380991110924,DoorSensor,Room 42,active,Notification message 924,alarm
